"送信日","送信時刻","法人コード","店舗コード","部門コード","仕入先コード","出荷業務仕入先コード","伝票区分","伝票番号","行番号","元伝票番号","発注日","納品予定日","入荷予定日","入荷予定時刻","出荷日","発注形態区分","入力区分","直送区分","運送区分","出荷No","梱包識別区分","梱包No","出荷総梱数","出荷ケース数","出荷バラ混載箱数","商品コード区分","ＪＡＮコード","商品コード","オプション使用欄","ＧＴＩＮ","品名漢字","品名カナ","規格名漢字","規格名カナ","発注数","納品数","訂正理由区分","総額取引区分","原単価(税抜)","原単価(税込)","原価金額(税抜)","原価金額(税込)","税額","税区分","税率","売単価（税抜）","売単価（税込）","納品先店舗コード","納品場所コード","納品場所名漢字","納品場所カナ","センター経由区分","センターコード","便区分","カゴ車No","梱包サイズ(縦)","梱包サイズ(高さ)","梱包サイズ(横)","梱包重量","重量識別区分","納入形態区分","出荷単位区分","単位入数","予備(数値)"
"20150129","141452","4","212","9","249706","249706","1","1999686","1","0","20150127","20150129","20150130","0","20150129","10","0","0","0","42122497060000018","0","0","3","0","0","0","2100203787215","20378721",,,"土のう／バラス　　　","ﾄﾞﾉｳ/ﾊﾞﾗｽ                ","２５ｋｇ　　　　　　","25kg                     ","50","50","0","0","227","245.16","11350","12258","908","1","0.08","298","321","212"," ","　　　","      ","0","0","0","                    ","0","0","0","0","0","0","0","0","0"
"20150129","141452","4","212","9","249706","249706","1","1999690","1","0","20150127","20150129","20150130","0","20150129","10","0","0","0","42122497060000018","0","0","3","0","0","0","2100203886451","20388645",,,"山砂１号　　　　　　","ﾔﾏｽﾞﾅ1ｺﾞｳ                ","０．１５～２．５㎜／","0.15-2.5mm               ","66","66","0","0","168","181.44","11088","11975","887","1","0.08","217","234","212"," ","　　　","      ","0","0","0","                    ","0","0","0","0","0","0","0","0","0"
"20150129","141452","4","252","9","249706","249706","1","1513853","1","0","20150128","20150130","20150130","0","20150129","10","0","0","0","42522497060000014","0","0","5","0","0","0","2100203780353","20378035",,,"万能砕石（小）　　　","ﾊﾞﾝﾉｳｻｲｾｷ(ｼｮｳ)           ","５～１０㎜／２０ｋｇ","5-10mm/20kg              ","66","66","0","0","168","181.44","11088","11975","887","1","0.08","217","234","252"," ","　　　","      ","0","0","0","                    ","0","0","0","0","0","0","0","0","0"
"20150129","141452","4","252","9","249706","249706","1","1513864","1","0","20150128","20150130","20150130","0","20150129","10","0","0","0","42522497060000014","0","0","5","0","0","0","2100203787147","20378714",,,"土のう／山砂　　　　","ﾄﾞﾉｳ/ﾔﾏｽﾞﾅ               ","２５ｋｇ　　　　　　","25kg                     ","50","50","0","0","227","245.16","11350","12258","908","1","0.08","298","321","252"," ","　　　","      ","0","0","0","                    ","0","0","0","0","0","0","0","0","0"
"20150129","141452","4","252","9","249706","249706","1","1513875","1","0","20150128","20150130","20150130","0","20150129","10","0","0","0","42522497060000014","0","0","5","0","0","0","2100203787215","20378721",,,"土のう／バラス　　　","ﾄﾞﾉｳ/ﾊﾞﾗｽ                ","２５ｋｇ　　　　　　","25kg                     ","50","50","0","0","227","245.16","11350","12258","908","1","0.08","298","321","252"," ","　　　","      ","0","0","0","                    ","0","0","0","0","0","0","0","0","0"
"20150129","141452","4","252","9","249706","249706","1","1513886","1","0","20150128","20150130","20150130","0","20150129","10","0","0","0","42522497060000014","0","0","5","0","0","0","2100203881401","20388140",,,"万能砕石（大）　　　","ﾊﾞﾝﾉｳｻｲｾｷ(ﾀﾞｲ)           ","５～２０㎜／２０ｋｇ","5-20mm/20kg              ","66","66","0","0","168","181.44","11088","11975","887","1","0.08","217","234","252"," ","　　　","      ","0","0","0","                    ","0","0","0","0","0","0","0","0","0"
"20150129","141452","4","252","9","249706","249706","1","1513890","1","0","20150128","20150130","20150130","0","20150129","10","0","0","0","42522497060000014","0","0","5","0","0","0","2100203886451","20388645",,,"山砂１号　　　　　　","ﾔﾏｽﾞﾅ1ｺﾞｳ                ","０．１５～２．５㎜／","0.15-2.5mm               ","66","66","0","0","168","181.44","11088","11975","887","1","0.08","217","234","252"," ","　　　","      ","0","0","0","                    ","0","0","0","0","0","0","0","0","0"
"20150129","142252","4","119","9","249706","249706","1","1060382","1","0","20150126","20150128","20150131","0","20150129","10","0","0","0","41192497060000010","0","0","2","0","0","0","2100203780353","20378035",,,"万能砕石（小）　　　","ﾊﾞﾝﾉｳｻｲｾｷ(ｼｮｳ)           ","５～１０㎜／２０ｋｇ","5-10mm/20kg              ","66","66","0","0","168","181.44","11088","11975","887","1","0.08","217","234","119"," ","　　　","      ","0","0","0","                    ","0","0","0","0","0","0","0","0","0"
"20150129","142252","4","119","9","249706","249706","1","1060393","1","0","20150126","20150128","20150131","0","20150129","10","0","0","0","41192497060000010","0","0","2","0","0","0","2100203881401","20388140",,,"万能砕石（大）　　　","ﾊﾞﾝﾉｳｻｲｾｷ(ﾀﾞｲ)           ","５～２０㎜／２０ｋｇ","5-20mm/20kg              ","66","66","0","0","168","181.44","11088","11975","887","1","0.08","217","234","119"," ","　　　","      ","0","0","0","                    ","0","0","0","0","0","0","0","0","0"

